chr	start	end	strand	gene_name
chr10	3147987	3148063	-	ENSG00000107959.17
chr10	3147572	3147737	-	ENSG00000107959.17
chr10	3143606	3143731	-	ENSG00000107959.17
chr10	3143389	3143501	-	ENSG00000107959.17
chr10	3172717	3172782	-	ENSG00000107959.17
chr10	3170104	3170206	-	ENSG00000107959.17
chr10	3166936	3167042	-	ENSG00000107959.17
chr10	3166229	3166380	-	ENSG00000107959.17
chr10	3165413	3165527	-	ENSG00000107959.17
chr10	3165238	3165334	-	ENSG00000107959.17
chr10	3163725	3163885	-	ENSG00000107959.17
chr10	3160204	3160330	-	ENSG00000107959.17
chr10	3159848	3159936	-	ENSG00000107959.17
chr10	3158914	3159042	-	ENSG00000107959.17
chr10	3158040	3158153	-	ENSG00000107959.17
chr10	3157435	3157531	-	ENSG00000107959.17
chr10	3156930	3157064	-	ENSG00000107959.17
chr10	3155591	3155729	-	ENSG00000107959.17
chr10	3151247	3151363	-	ENSG00000107959.17
chr10	3149621	3149753	-	ENSG00000107959.17
chr10	3172717	3172841	-	ENSG00000107959.17
chr10	3148168	3148291	-	ENSG00000107959.17
chr10	3137730	3138124	-	ENSG00000107959.17
chr10	3158040	3158087	-	ENSG00000107959.17
chr10	3156930	3157531	-	ENSG00000107959.17
chr10	3137734	3138124	-	ENSG00000107959.17
chr10	3170778	3170953	-	ENSG00000107959.17
chr10	3172182	3172782	-	ENSG00000107959.17
chr10	3172182	3172792	-	ENSG00000107959.17
chr10	3172717	3172779	-	ENSG00000107959.17
chr10	3170734	3170953	-	ENSG00000107959.17
chr10	3165413	3165523	-	ENSG00000107959.17
chr10	3137739	3138124	-	ENSG00000107959.17
chr10	3172717	3172829	-	ENSG00000107959.17
chr10	3166978	3167042	-	ENSG00000107959.17
chr10	3165413	3165483	-	ENSG00000107959.17
chr10	3170778	3170861	-	ENSG00000107959.17
chr10	3137740	3138124	-	ENSG00000107959.17
chr10	3165238	3165330	-	ENSG00000107959.17
chr10	3172717	3172789	-	ENSG00000107959.17
chr10	3172717	3172790	-	ENSG00000107959.17
chr10	3147572	3149753	-	ENSG00000107959.17
chr10	3147148	3147250	-	ENSG00000107959.17
chr10	3159848	3160001	-	ENSG00000107959.17
chr10	3172717	3172806	-	ENSG00000107959.17
chr10	3147163	3147250	-	ENSG00000107959.17
chr10	3143389	3143775	-	ENSG00000107959.17
chr10	3172717	3172807	-	ENSG00000107959.17
chr10	3172717	3172824	-	ENSG00000107959.17
chr10	3138235	3139049	-	ENSG00000107959.17
chr10	3137741	3138124	-	ENSG00000107959.17
chr10	3163725	3164010	-	ENSG00000107959.17
chr10	3158045	3158153	-	ENSG00000107959.17
chr10	3137746	3138124	-	ENSG00000107959.17
chr10	3171761	3172782	-	ENSG00000107959.17
chr10	3140687	3140765	-	ENSG00000107959.17
chr10	3137753	3139049	-	ENSG00000107959.17
chr10	3138691	3139049	-	ENSG00000107959.17
chr10	3147987	3148055	-	ENSG00000107959.17
chr10	3141508	3141737	-	ENSG00000107959.17
chr10	3145596	3145709	-	ENSG00000107959.17
chr10	3143483	3143775	-	ENSG00000107959.17
chr10	3143827	3143970	-	ENSG00000107959.17
chr10	3151176	3151363	-	ENSG00000107959.17
chr10	3151177	3151363	-	ENSG00000107959.17
chr10	3151202	3151363	-	ENSG00000107959.17
chr10	3172182	3172420	-	ENSG00000107959.17
chr10	3162235	3163885	-	ENSG00000107959.17
chr10	3171761	3172263	-	ENSG00000107959.17
chr10	3163249	3163885	-	ENSG00000107959.17
chr10	3167667	3170206	-	ENSG00000107959.17
chr10	3141632	3141769	+	ENSG00000237399.7
chr10	3142972	3143088	+	ENSG00000237399.7
chr10	3143856	3143986	+	ENSG00000237399.7
chr10	3164095	3164249	+	ENSG00000237399.7
chr10	3164095	3164285	+	ENSG00000237399.7
chr10	3167832	3167972	+	ENSG00000237399.7
chr10	3141672	3141769	+	ENSG00000237399.7
chr10	3144971	3148622	+	ENSG00000237399.7
chr10	3210558	3210666	-	ENSG00000288566.1
chr10	3207059	3207210	-	ENSG00000288566.1
chr10	3200829	3201367	-	ENSG00000288566.1
chr10	3223816	3223850	+	ENSG00000236968.1
chr10	3225588	3225728	+	ENSG00000236968.1
chr10	3226987	3227407	+	ENSG00000236968.1
chr10	3257144	3258897	-	ENSG00000226762.5
chr10	3256460	3256557	-	ENSG00000226762.5
chr10	3244567	3244659	-	ENSG00000226762.5
chr10	3232264	3232582	-	ENSG00000226762.5
chr10	3257144	3257584	-	ENSG00000226762.5
chr10	3238261	3240502	-	ENSG00000226762.5
chr10	3232288	3232582	-	ENSG00000226762.5
chr10	3257144	3257932	-	ENSG00000226762.5
chr10	3240127	3240502	-	ENSG00000226762.5
chr10	3239439	3239897	-	ENSG00000226762.5
chr10	3238261	3238611	-	ENSG00000226762.5
chr10	3232388	3232582	-	ENSG00000226762.5
chr10	3238117	3240502	-	ENSG00000226762.5
chr10	3263346	3263969	+	ENSG00000227338.2
chr10	3265982	3266107	+	ENSG00000227338.2
chr10	3266658	3267216	+	ENSG00000227338.2
chr10	3276987	3277649	-	ENSG00000288657.1
chr10	3270090	3271727	-	ENSG00000288657.1
chr10	3296338	3297034	+	ENSG00000287428.1
chr10	3297471	3298137	+	ENSG00000287428.1
chr10	3397505	3397560	+	ENSG00000286610.1
chr10	3398082	3398313	+	ENSG00000286610.1
chr10	3399105	3400180	+	ENSG00000286610.1
chr10	3423514	3424563	-	ENSG00000289882.1
chr10	3435674	3435758	-	ENSG00000233321.4
chr10	3434807	3434978	-	ENSG00000233321.4
chr10	3432519	3434362	-	ENSG00000233321.4
chr10	3435662	3435677	-	ENSG00000233321.4
chr10	3433508	3434362	-	ENSG00000233321.4
chr10	3502618	3502851	-	ENSG00000233321.4
chr10	3502331	3502505	-	ENSG00000233321.4
chr10	3497653	3497724	-	ENSG00000233321.4
chr10	3502331	3502851	-	ENSG00000233321.4
chr10	3499184	3499234	-	ENSG00000233321.4
chr10	3475365	3475651	-	ENSG00000233321.4
chr10	3500321	3500610	-	ENSG00000233321.4
chr10	3486631	3487010	-	ENSG00000233321.4
chr10	3496153	3496236	-	ENSG00000233321.4
chr10	3502618	3502857	-	ENSG00000233321.4
chr10	3502331	3502866	-	ENSG00000233321.4
chr10	3487332	3488352	-	ENSG00000233321.4
chr10	3502618	3502866	-	ENSG00000233321.4
chr10	3496394	3496598	-	ENSG00000233321.4
chr10	3502618	3502874	-	ENSG00000233321.4
chr10	3502331	3502915	-	ENSG00000233321.4
chr10	3487551	3488352	-	ENSG00000233321.4
chr10	3502331	3502865	-	ENSG00000233321.4
chr10	3489922	3490879	-	ENSG00000233321.4
chr10	3491884	3491966	-	ENSG00000233321.4
chr10	3500321	3500629	-	ENSG00000233321.4
chr10	3493960	3494702	-	ENSG00000233321.4
chr10	3502331	3502854	-	ENSG00000233321.4
chr10	3495945	3496598	-	ENSG00000233321.4
chr10	3502618	3502845	-	ENSG00000233321.4
chr10	3497440	3497724	-	ENSG00000233321.4
chr10	3499184	3499255	-	ENSG00000233321.4
chr10	3497564	3497724	-	ENSG00000233321.4
chr10	3502331	3502822	-	ENSG00000233321.4
chr10	3501784	3501935	-	ENSG00000233321.4
chr10	3467704	3468011	+	ENSG00000289994.1
chr10	3536779	3537031	-	ENSG00000236892.2
chr10	3532094	3532270	-	ENSG00000236892.2
chr10	3536779	3536857	-	ENSG00000236892.2
chr10	3535112	3535404	-	ENSG00000236892.2
chr10	3556147	3556314	-	ENSG00000236892.2
chr10	3555637	3555724	-	ENSG00000236892.2
chr10	3536414	3537031	-	ENSG00000236892.2
chr10	3748966	3749018	+	ENSG00000229672.3
chr10	3760336	3760490	+	ENSG00000229672.3
chr10	3763018	3763712	+	ENSG00000229672.3
chr10	3751067	3751119	+	ENSG00000229672.3
chr10	3752505	3752622	+	ENSG00000229672.3
chr10	3759185	3759294	+	ENSG00000229672.3
chr10	3759773	3759886	+	ENSG00000229672.3
chr10	3763018	3763226	+	ENSG00000229672.3
chr10	3757987	3759294	+	ENSG00000229672.3
chr10	3760336	3760484	+	ENSG00000229672.3
chr10	3767915	3768047	+	ENSG00000228353.1
chr10	3768572	3768751	+	ENSG00000228353.1
chr10	3780106	3780217	-	ENSG00000067082.15
chr10	3779347	3779590	-	ENSG00000067082.15
chr10	3775996	3776403	-	ENSG00000067082.15
chr10	3784913	3785209	-	ENSG00000067082.15
chr10	3781641	3782214	-	ENSG00000067082.15
chr10	3780106	3780229	-	ENSG00000067082.15
chr10	3775996	3779590	-	ENSG00000067082.15
chr10	3784913	3785281	-	ENSG00000067082.15
chr10	3775997	3779590	-	ENSG00000067082.15
chr10	3781795	3782051	-	ENSG00000067082.15
chr10	3779047	3779590	-	ENSG00000067082.15
chr10	3780106	3780496	-	ENSG00000067082.15
chr10	3779550	3779590	-	ENSG00000067082.15
chr10	3784913	3785193	-	ENSG00000067082.15
chr10	3780327	3782214	-	ENSG00000067082.15
chr10	3784913	3785183	-	ENSG00000067082.15
chr10	3783216	3783281	-	ENSG00000067082.15
chr10	3781808	3782214	-	ENSG00000067082.15
chr10	3785551	3785570	+	ENSG00000288755.1
chr10	3792327	3792639	+	ENSG00000288755.1
chr10	3805887	3806592	+	ENSG00000288755.1
chr10	3809835	3810293	+	ENSG00000287175.1
chr10	3814573	3814634	+	ENSG00000287175.1
chr10	3815263	3815374	+	ENSG00000287175.1
chr10	3815713	3816169	+	ENSG00000287175.1
chr10	3833950	3834237	+	ENSG00000230573.1
chr10	3834481	3834728	+	ENSG00000230573.1
chr10	3911889	3912176	+	ENSG00000226005.6
chr10	3932656	3932972	+	ENSG00000226005.6
chr10	3935679	3935817	+	ENSG00000226005.6
chr10	3911978	3912046	+	ENSG00000226005.6
chr10	3935679	3935812	+	ENSG00000226005.6
chr10	3912005	3912176	+	ENSG00000226005.6
chr10	3934520	3934627	+	ENSG00000226005.6
chr10	3935679	3935816	+	ENSG00000226005.6
chr10	3912011	3912176	+	ENSG00000226005.6
chr10	3941211	3941506	+	ENSG00000226005.6
chr10	3912023	3912176	+	ENSG00000226005.6
chr10	3912762	3913162	+	ENSG00000226005.6
chr10	3934520	3935812	+	ENSG00000226005.6
chr10	3912027	3912176	+	ENSG00000226005.6
chr10	3935679	3935808	+	ENSG00000226005.6
chr10	3934519	3934974	+	ENSG00000226005.6
chr10	3935679	3935813	+	ENSG00000226005.6
chr10	3991160	3991259	+	ENSG00000274809.1
chr10	4024903	4025356	+	ENSG00000227101.2
chr10	4028179	4028671	+	ENSG00000227101.2
chr10	4024940	4025356	+	ENSG00000227101.2
chr10	4028179	4028394	+	ENSG00000227101.2
chr10	4024947	4025457	+	ENSG00000227101.2
chr10	4031526	4031703	+	ENSG00000227101.2
chr10	4047081	4047328	+	ENSG00000227101.2
chr10	4024950	4025457	+	ENSG00000227101.2
chr10	4028179	4028655	+	ENSG00000227101.2
chr10	4024950	4025356	+	ENSG00000227101.2
chr10	4033006	4034427	+	ENSG00000227101.2
chr10	4031543	4031703	+	ENSG00000227101.2
chr10	4031484	4031703	+	ENSG00000227101.2
chr10	4051470	4051674	+	ENSG00000227101.2
chr10	4052646	4053018	+	ENSG00000227101.2
chr10	4024955	4025356	+	ENSG00000227101.2
chr10	4027526	4028658	+	ENSG00000227101.2
chr10	4024957	4025356	+	ENSG00000227101.2
chr10	4026909	4027123	+	ENSG00000227101.2
chr10	4051726	4052157	+	ENSG00000236990.1
chr10	4085197	4085293	+	ENSG00000236990.1
chr10	4085606	4085708	+	ENSG00000236990.1
chr10	4087359	4089013	+	ENSG00000236990.1
chr10	4243823	4243912	-	ENSG00000233117.4
chr10	4243504	4243687	-	ENSG00000233117.4
chr10	4201141	4207166	-	ENSG00000233117.4
chr10	4243504	4243728	-	ENSG00000233117.4
chr10	4205441	4207166	-	ENSG00000233117.4
chr10	4243504	4243782	-	ENSG00000233117.4
chr10	4205463	4207166	-	ENSG00000233117.4
chr10	4243504	4243752	-	ENSG00000233117.4
chr10	4233958	4235782	-	ENSG00000233117.4
chr10	4243504	4243806	-	ENSG00000233117.4
chr10	4234382	4235782	-	ENSG00000233117.4
chr10	4243823	4243901	-	ENSG00000233117.4
chr10	4234387	4235782	-	ENSG00000233117.4
chr10	4243782	4243810	-	ENSG00000233117.4
chr10	4234595	4235782	-	ENSG00000233117.4
chr10	4235182	4235782	-	ENSG00000233117.4
chr10	4236492	4237285	-	ENSG00000233117.4
chr10	4243504	4243766	-	ENSG00000233117.4
chr10	4239780	4241093	-	ENSG00000233117.4
chr10	4243823	4243823	-	ENSG00000233117.4
chr10	4241478	4243171	-	ENSG00000233117.4
chr10	4243504	4243757	-	ENSG00000233117.4
chr10	4241544	4243171	-	ENSG00000233117.4
chr10	4243504	4243793	-	ENSG00000233117.4
chr10	4241683	4243109	-	ENSG00000233117.4
chr10	4243782	4243801	-	ENSG00000233117.4
chr10	4242932	4243109	-	ENSG00000233117.4
chr10	4243504	4243789	-	ENSG00000233117.4
chr10	4242950	4243109	-	ENSG00000233117.4
chr10	4242962	4243787	-	ENSG00000233117.4
chr10	4384246	4384477	+	ENSG00000224382.2
chr10	4408455	4410612	+	ENSG00000224382.2
chr10	4406426	4406573	+	ENSG00000224382.2
chr10	4408455	4410614	+	ENSG00000224382.2
chr10	4406502	4406573	+	ENSG00000224382.2
chr10	4408455	4409251	+	ENSG00000224382.2
chr10	4426071	4426179	-	ENSG00000230096.1
chr10	4423550	4423691	-	ENSG00000230096.1
chr10	4416269	4416477	-	ENSG00000230096.1
chr10	4415305	4415535	-	ENSG00000230096.1
chr10	4437102	4437265	+	ENSG00000287246.1
chr10	4447101	4448692	+	ENSG00000287246.1
chr10	4497449	4497475	+	ENSG00000286687.1
chr10	4507742	4507896	+	ENSG00000286687.1
chr10	4513533	4513653	+	ENSG00000286687.1
chr10	4514690	4515244	+	ENSG00000286687.1
chr10	4514952	4515057	+	ENSG00000207124.1
chr10	4678049	4678216	-	ENSG00000231298.8
chr10	4590981	4591094	-	ENSG00000231298.8
chr10	4581295	4581462	-	ENSG00000231298.8
chr10	4678049	4678177	-	ENSG00000231298.8
chr10	4659453	4659680	-	ENSG00000231298.8
chr10	4657601	4657725	-	ENSG00000231298.8
chr10	4650158	4651203	-	ENSG00000231298.8
chr10	4653590	4654023	-	ENSG00000231298.8
chr10	4650190	4651203	-	ENSG00000231298.8
chr10	4657161	4657328	-	ENSG00000231298.8
chr10	4656703	4656855	-	ENSG00000231298.8
chr10	4650228	4651203	-	ENSG00000231298.8
chr10	4656703	4656800	-	ENSG00000231298.8
chr10	4656034	4656252	-	ENSG00000231298.8
chr10	4651103	4651203	-	ENSG00000231298.8
chr10	4678049	4678132	-	ENSG00000231298.8
chr10	4656703	4656925	-	ENSG00000231298.8
chr10	4651161	4651203	-	ENSG00000231298.8
chr10	4678049	4678185	-	ENSG00000231298.8
chr10	4659203	4659680	-	ENSG00000231298.8
chr10	4655427	4656320	+	ENSG00000225269.3
chr10	4659982	4660111	+	ENSG00000225269.3
chr10	4661699	4662419	+	ENSG00000225269.3
chr10	4655463	4656320	+	ENSG00000225269.3
chr10	4676665	4676819	+	ENSG00000225269.3
chr10	4679403	4679575	+	ENSG00000225269.3
chr10	4682105	4682722	+	ENSG00000225269.3
chr10	4655469	4656320	+	ENSG00000225269.3
chr10	4679403	4679612	+	ENSG00000225269.3
chr10	4655560	4656320	+	ENSG00000225269.3
chr10	4659231	4659348	+	ENSG00000225269.3
chr10	4676665	4676981	+	ENSG00000225269.3
chr10	4655570	4656320	+	ENSG00000225269.3
chr10	4660027	4660111	+	ENSG00000225269.3
chr10	4676665	4676979	+	ENSG00000225269.3
chr10	4655764	4656320	+	ENSG00000225269.3
chr10	4676665	4676980	+	ENSG00000225269.3
chr10	4656058	4656320	+	ENSG00000225269.3
chr10	4671476	4671659	+	ENSG00000225269.3
chr10	4682105	4682403	+	ENSG00000225269.3
chr10	4656159	4656320	+	ENSG00000225269.3
chr10	4659979	4660111	+	ENSG00000225269.3
chr10	4766170	4766572	-	ENSG00000287023.2
chr10	4764305	4764514	-	ENSG00000287023.2
chr10	4746530	4746746	-	ENSG00000287023.2
chr10	4784782	4785100	-	ENSG00000287023.2
chr10	4762328	4762533	-	ENSG00000287023.2
chr10	4747846	4748290	-	ENSG00000287023.2
chr10	4786629	4786760	+	ENSG00000165568.18
chr10	4824962	4825038	+	ENSG00000165568.18
chr10	4830675	4830842	+	ENSG00000165568.18
chr10	4833350	4833466	+	ENSG00000165568.18
chr10	4835675	4835809	+	ENSG00000165568.18
chr10	4837459	4837583	+	ENSG00000165568.18
chr10	4786709	4786760	+	ENSG00000165568.18
chr10	4837459	4837581	+	ENSG00000165568.18
chr10	4839729	4839819	+	ENSG00000165568.18
chr10	4826177	4826277	+	ENSG00000165568.18
chr10	4839729	4839826	+	ENSG00000165568.18
chr10	4841785	4841857	+	ENSG00000165568.18
chr10	4842421	4842504	+	ENSG00000165568.18
chr10	4847148	4847299	+	ENSG00000165568.18
chr10	4847488	4848062	+	ENSG00000165568.18
chr10	4826207	4826363	+	ENSG00000165568.18
chr10	4847148	4847230	+	ENSG00000165568.18
chr10	4826234	4826363	+	ENSG00000165568.18
chr10	4826255	4826363	+	ENSG00000165568.18
chr10	4845778	4846199	+	ENSG00000165568.18
chr10	4826286	4826363	+	ENSG00000165568.18
chr10	4837443	4837566	+	ENSG00000165568.18
chr10	4826296	4826363	+	ENSG00000165568.18
chr10	4847148	4847296	+	ENSG00000165568.18
chr10	4847488	4847745	+	ENSG00000165568.18
chr10	4833355	4833466	+	ENSG00000165568.18
chr10	4845778	4845811	+	ENSG00000165568.18
chr10	4833400	4833476	+	ENSG00000165568.18
chr10	4839784	4839826	+	ENSG00000165568.18
chr10	4841785	4841840	+	ENSG00000165568.18
chr10	4847148	4847345	+	ENSG00000165568.18
chr10	4891883	4891975	-	ENSG00000151631.8
chr10	4889837	4890004	-	ENSG00000151631.8
chr10	4888085	4888201	-	ENSG00000151631.8
chr10	4887338	4887414	-	ENSG00000151631.8
chr10	4885394	4885520	-	ENSG00000151631.8
chr10	4877455	4877564	-	ENSG00000151631.8
chr10	4876637	4876802	-	ENSG00000151631.8
chr10	4875967	4876053	-	ENSG00000151631.8
chr10	4871901	4871938	-	ENSG00000151631.8
chr10	4962436	4962568	-	ENSG00000238840.1
chr10	4963253	4963528	+	ENSG00000187134.14
chr10	4965914	4966081	+	ENSG00000187134.14
chr10	4966927	4968386	+	ENSG00000187134.14
chr10	4968822	4968944	+	ENSG00000187134.14
chr10	4972201	4972310	+	ENSG00000187134.14
chr10	4972584	4972749	+	ENSG00000187134.14
chr10	4975851	4975933	+	ENSG00000187134.14
chr10	4977700	4977950	+	ENSG00000187134.14
chr10	4963415	4963528	+	ENSG00000187134.14
chr10	4966927	4967043	+	ENSG00000187134.14
chr10	4968309	4968386	+	ENSG00000187134.14
chr10	4977700	4983283	+	ENSG00000187134.14
chr10	4963449	4963528	+	ENSG00000187134.14
chr10	4966010	4966081	+	ENSG00000187134.14
chr10	4972584	4972747	+	ENSG00000187134.14
chr10	4963789	4963893	+	ENSG00000187134.14
chr10	4969675	4969941	+	ENSG00000187134.14
chr10	4965491	4966081	+	ENSG00000187134.14
chr10	4966927	4967048	+	ENSG00000187134.14
chr10	5003752	5003857	-	ENSG00000151632.18
chr10	5001514	5001681	-	ENSG00000151632.18
chr10	5000550	5000666	-	ENSG00000151632.18
chr10	4999200	4999277	-	ENSG00000151632.18
chr10	4998625	4998747	-	ENSG00000151632.18
chr10	4995756	4995865	-	ENSG00000151632.18
chr10	4995319	4995484	-	ENSG00000151632.18
chr10	4991831	4991913	-	ENSG00000151632.18
chr10	4987775	4990038	-	ENSG00000151632.18
chr10	5003752	5003860	-	ENSG00000151632.18
chr10	4989434	4990038	-	ENSG00000151632.18
chr10	5003752	5004023	-	ENSG00000151632.18
chr10	4999200	5000666	-	ENSG00000151632.18
chr10	4989789	4990038	-	ENSG00000151632.18
chr10	5017900	5017955	-	ENSG00000151632.18
chr10	5003752	5003922	-	ENSG00000151632.18
chr10	4995834	4995865	-	ENSG00000151632.18
chr10	5003752	5004014	-	ENSG00000151632.18
chr10	4999911	5000460	-	ENSG00000151632.18
chr10	5003752	5003861	-	ENSG00000151632.18
chr10	5000303	5000460	-	ENSG00000151632.18
chr10	5017900	5018031	-	ENSG00000151632.18
chr10	5010344	5010653	-	ENSG00000151632.18
chr10	5007407	5007506	-	ENSG00000151632.18
chr10	5005995	5006052	-	ENSG00000151632.18
chr10	5017900	5017934	-	ENSG00000151632.18
chr10	5006462	5006592	-	ENSG00000151632.18
chr10	5015837	5015892	-	ENSG00000151632.18
chr10	5014903	5015234	-	ENSG00000151632.18
chr10	5010463	5010653	-	ENSG00000151632.18
chr10	5014903	5015048	-	ENSG00000151632.18
chr10	5013307	5013620	-	ENSG00000151632.18
chr10	4995488	4995667	+	ENSG00000224251.6
chr10	4996037	4996146	+	ENSG00000224251.6
chr10	4997240	4997374	+	ENSG00000224251.6
chr10	4995882	4995932	+	ENSG00000224251.6
chr10	4997240	4997380	+	ENSG00000224251.6
chr10	5004710	5004842	+	ENSG00000239148.1
chr10	5035354	5035616	+	ENSG00000196139.14
chr10	5096410	5096577	+	ENSG00000196139.14
chr10	5097434	5097550	+	ENSG00000196139.14
chr10	5098802	5098879	+	ENSG00000196139.14
chr10	5099327	5099449	+	ENSG00000196139.14
chr10	5102101	5102210	+	ENSG00000196139.14
chr10	5035357	5035616	+	ENSG00000196139.14
chr10	5077870	5077977	+	ENSG00000196139.14
chr10	5080746	5080901	+	ENSG00000196139.14
chr10	5081682	5081885	+	ENSG00000196139.14
chr10	5097434	5097533	+	ENSG00000196139.14
chr10	5035358	5035616	+	ENSG00000196139.14
chr10	5097434	5097537	+	ENSG00000196139.14
chr10	5048789	5048895	+	ENSG00000196139.14
chr10	5077900	5077977	+	ENSG00000196139.14
chr10	5099327	5099414	+	ENSG00000196139.14
chr10	5048812	5048895	+	ENSG00000196139.14
chr10	5102485	5102650	+	ENSG00000196139.14
chr10	5105595	5105677	+	ENSG00000196139.14
chr10	5107461	5107503	+	ENSG00000196139.14
chr10	5077638	5077977	+	ENSG00000196139.14
chr10	5107461	5107680	+	ENSG00000196139.14
chr10	5094414	5094528	+	ENSG00000196139.14
chr10	5097434	5098176	+	ENSG00000196139.14
chr10	5107461	5107686	+	ENSG00000196139.14
chr10	5094418	5094528	+	ENSG00000196139.14
chr10	5099327	5099893	+	ENSG00000196139.14
chr10	5096145	5096577	+	ENSG00000196139.14
chr10	5097434	5097528	+	ENSG00000196139.14
chr10	5105275	5105677	+	ENSG00000196139.14
chr10	5093408	5093543	-	ENSG00000239142.1
chr10	5135143	5135226	-	ENSG00000225418.1
chr10	5132602	5132769	-	ENSG00000225418.1
chr10	5123711	5123820	-	ENSG00000225418.1
chr10	5123274	5123439	-	ENSG00000225418.1
chr10	5122087	5122167	-	ENSG00000225418.1
chr10	5185012	5185150	-	ENSG00000264006.9
chr10	5162853	5163020	-	ENSG00000264006.9
chr10	5161856	5161972	-	ENSG00000264006.9
chr10	5160812	5160889	-	ENSG00000264006.9
chr10	5159883	5160005	-	ENSG00000264006.9
chr10	5158600	5158709	-	ENSG00000264006.9
chr10	5157635	5157800	-	ENSG00000264006.9
chr10	5155675	5155757	-	ENSG00000264006.9
chr10	5153920	5154182	-	ENSG00000264006.9
chr10	5185012	5185104	-	ENSG00000264006.9
chr10	5161712	5161767	-	ENSG00000264006.9
chr10	5154143	5154182	-	ENSG00000264006.9
chr10	5185012	5185187	-	ENSG00000264006.9
chr10	5154460	5155757	-	ENSG00000264006.9
chr10	5185012	5185181	-	ENSG00000264006.9
chr10	5161731	5161767	-	ENSG00000264006.9
chr10	5195462	5195575	+	ENSG00000198610.11
chr10	5196229	5196922	+	ENSG00000198610.11
chr10	5195463	5195575	+	ENSG00000198610.11
chr10	5196229	5196320	+	ENSG00000198610.11
chr10	5196820	5196951	+	ENSG00000198610.11
chr10	5200181	5200348	+	ENSG00000198610.11
chr10	5204377	5204493	+	ENSG00000198610.11
chr10	5205757	5205834	+	ENSG00000198610.11
chr10	5206275	5206397	+	ENSG00000198610.11
chr10	5212616	5212725	+	ENSG00000198610.11
chr10	5212994	5213159	+	ENSG00000198610.11
chr10	5216711	5216793	+	ENSG00000198610.11
chr10	5218718	5218949	+	ENSG00000198610.11
chr10	5196837	5196951	+	ENSG00000198610.11
chr10	5207169	5207742	+	ENSG00000228291.1
chr10	5216035	5217014	-	ENSG00000287848.1
